QTY,INVOICENUMBER,ITEM_DESCRIPTION,MENUDESC
1,1274038,CORTINA/PC,TAKE AWAY
1,1274038,SPIKY/PC,TAKE AWAY
1,1275823,ICE CREAM KASHTA 1 SCOOP,TAKE AWAY
0.5,1276207,ICE CREAM KASHTA 1 SCOOP,TAKE AWAY
2,1276243,ICE CREAM KASHTA 1 SCOOP,TAKE AWAY
1,1278140,ICE CREAM KASHTA 1 SCOOP,TAKE AWAY
1,1278140,ICE CREAM PREMIUM 1 SCOOP,TAKE AWAY
1,1274378,FORET NOIRE N:0,E-Sales WEB
1,1274378,DEL 1.0$,E-Sales WEB
1,1278280,FORET NOIRE N:0,Call Center
1,1278280,PICTURE FOR CAKE A4,Call Center
1,1278546,FORET NOIRE N:0,Call Center
1,1278546,GATEAU GLACE/PC,Call Center
1,1278037,FORET NOIRE N:0,E-Sales WEB
1,1278037,DEL 2.0$,E-Sales WEB
1,1278037,GATEAU KASHTA & HONEY 6P,E-Sales WEB
1,1279158,FORET NOIRE N:0,Call Center
1,1272103,KAAK MAFROUKEH PISTACHIO,TAKE AWAY
1,1272103,KAAK FRANJI PLAIN,TAKE AWAY
1,1272248,KAAK MAFROUKEH PISTACHIO,TAKE AWAY
1,1272248,KAAK MAFROUKEH PISTACHIO,TAKE AWAY
1,1272501,KAAK MAFROUKEH PISTACHIO,TAKE AWAY
1,1273565,KAAK MAFROUKEH PISTACHIO,TAKE AWAY
1,1276739,KAAK MAFROUKEH PISTACHIO,TAKE AWAY
1,1276739,KAAK MAFROUKEH PISTACHIO,TAKE AWAY
5,1277892,KAAK MAFROUKEH PISTACHIO,DELIVERY
1,1270001,KNEFEH CHEESE/PLT TA,TAKE AWAY
2,1270936,KNEFEH CHEESE/PLT TA,TAKE AWAY
2,1270950,KNEFEH CHEESE/PLT TA,TAKE AWAY
1,1271337,KNEFEH CHEESE/PLT TA,TAKE AWAY
1,1271337,KOL W SHKOR PISTACHIO/PLT,TAKE AWAY
4,1272838,KNEFEH CHEESE/PLT TA,TAKE AWAY
1,1272838,EMPTY ARABIC KAAK,TAKE AWAY
1,1273367,KNEFEH CHEESE/PLT TA,TAKE AWAY
1,1273589,KNEFEH CHEESE/PLT TA,TAKE AWAY
2,1273630,KNEFEH CHEESE/PLT TA,TAKE AWAY
4,1276029,KNEFEH CHEESE/PLT TA,TAKE AWAY
1,1277365,KNEFEH CHEESE/PLT TA,TAKE AWAY
2,1277392,KNEFEH CHEESE/PLT TA,TAKE AWAY
1,1278223,KNEFEH CHEESE/PLT TA,TAKE AWAY
4,1278223,MAAMOUL BAR W.S/PC,TAKE AWAY
1,1278223,CHOCOLATE BAR DARK EXTRA/50G,TAKE AWAY
1,1278522,KNEFEH CHEESE/PLT TA,TAKE AWAY
2,1279356,KNEFEH CHEESE/PLT TA,TAKE AWAY
1,1269972,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1269986,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,Call Center
1,1269986,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,Call Center
1,1269986,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,Call Center
1,1270300,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
0.5,1270300,BAKLAVA DIPPED IN CHOCOLATE WRAPPED,TAKE AWAY
0.3,1270959,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1270959,MIX BAKLAVA/SMALL /TIN,TAKE AWAY
1,1271184,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1271184,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1271388,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1271388,BAKLAVA DIPPED IN CHOCOLATE WRAPPED,TAKE AWAY
1,1271404,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1271404,PETIT FOUR REGULAR SMALL/PKT,TAKE AWAY
1,1271707,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,Call Center
1,1271707,TIN PACKAGE 2 KG,Call Center
2,1272117,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1272117,BAKLAVA DIPPED IN CHOCOLATE WRAPPED,TAKE AWAY
1,1272881,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1273161,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
0.5,1273407,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,DELIVERY
1,1274472,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
0.5,1276015,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
0.5,1276015,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
0.5,1276015,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1276922,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,DELIVERY
1,1276922,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,DELIVERY
1,1276922,MAAMOUL CHOC COCK/PKT,DELIVERY
1,1277185,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,DELIVERY
1,1277185,PETIT FOUR EXTRA LARGE/PKT,DELIVERY
1,1277265,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,DELIVERY
0.5,1277882,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1279020,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,DELIVERY
1,1270407,MAFROUKEH TA/PLT,TAKE AWAY
1,1270415,MAFROUKEH TA/PLT,TAKE AWAY
1,1270415,W/O Kashta,TAKE AWAY
1,1270580,MAFROUKEH TA/PLT,TAKE AWAY
1,1270960,MAFROUKEH TA/PLT,TAKE AWAY
1,1271369,MAFROUKEH TA/PLT,TAKE AWAY
4,1271406,MAFROUKEH TA/PLT,TAKE AWAY
2,1271463,MAFROUKEH TA/PLT,TAKE AWAY
2,1272232,MAFROUKEH TA/PLT,TAKE AWAY
1.4,1272232,HALEWET EL REZ CHEESE,TAKE AWAY
1,1272165,MAFROUKEH TA/PLT,TAKE AWAY
1,1272277,MAFROUKEH TA/PLT,TAKE AWAY
1,1273618,MAFROUKEH TA/PLT,TAKE AWAY
1,1273689,MAFROUKEH TA/PLT,TAKE AWAY
1,1273689,RICHARD N:0,TAKE AWAY
1,1273691,MAFROUKEH TA/PLT,TAKE AWAY
1,1273813,MAFROUKEH TA/PLT,TAKE AWAY
4,1274005,MAFROUKEH TA/PLT,Call Center
1,1274005,DEL 2.0$,Call Center
1,1273947,MAFROUKEH TA/PLT,TAKE AWAY
1,1273947,HALEWET EL REZ CHEESE/PLT,TAKE AWAY
1,1274187,MAFROUKEH TA/PLT,TAKE AWAY
1,1274187,MAFROUKEH TA/PLT,TAKE AWAY
1,1274200,MAFROUKEH TA/PLT,TAKE AWAY
1,1274358,MAFROUKEH TA/PLT,TAKE AWAY
1,1274585,MAFROUKEH TA/PLT,TAKE AWAY
2,1274508,MAFROUKEH TA/PLT,TAKE AWAY
1,1275313,MAFROUKEH TA/PLT,DELIVERY
1,1275313,MAFROUKEH TA/PLT,DELIVERY
1,1275713,MAFROUKEH TA/PLT,TAKE AWAY
1,1276526,MAFROUKEH TA/PLT,TAKE AWAY
1,1276647,MAFROUKEH TA/PLT,TAKE AWAY
3,1277232,MAFROUKEH TA/PLT,TAKE AWAY
1,1277247,MAFROUKEH TA/PLT,TAKE AWAY
2,1277951,MAFROUKEH TA/PLT,TAKE AWAY
1,1278505,MAFROUKEH TA/PLT,Call Center
1,1278505,GATEAU CHOCOLATE NAS 6 PRSN,Call Center
1,1278928,MAFROUKEH TA/PLT,TAKE AWAY
1,1278928,W/O Kashta + Nuts,TAKE AWAY
1,1279259,MAFROUKEH TA/PLT,TAKE AWAY
1,1279388,MAFROUKEH TA/PLT,TAKE AWAY
1,1269983,Mixed Baklava /PKT,TAKE AWAY
2,1270864,Mixed Baklava /PKT,TAKE AWAY
1,1270864,Maamoul Mixed/PKT,TAKE AWAY
5,1270811,Mixed Baklava /PKT,TAKE AWAY
1,1270811,Maamoul Mixed/PKT,TAKE AWAY
1,1270811,CHOCOLATE BAR MILK/50G,TAKE AWAY
1,1270832,Mixed Baklava /PKT,DELIVERY
1,1270832,Mixed Baklava /PKT,DELIVERY
1,1270832,Mixed Baklava /PKT,DELIVERY
1,1270834,Mixed Baklava /PKT,TAKE AWAY
1,1271522,Mixed Baklava /PKT,TAKE AWAY
1,1271547,Mixed Baklava /PKT,TAKE AWAY
1,1272105,Mixed Baklava /PKT,TAKE AWAY
1,1272107,Mixed Baklava /PKT,TAKE AWAY
2,1272107,MAAMOUL WALNUT/PC,TAKE AWAY
1,1272142,Mixed Baklava /PKT,TAKE AWAY
0.08,1272142,MAAMOUL PISTACHIO MINI,TAKE AWAY
1,1272160,Mixed Baklava /PKT,TAKE AWAY
1,1272891,Mixed Baklava /PKT,TAKE AWAY
1,1272937,Mixed Baklava /PKT,TAKE AWAY
1,1272937,Mixed Baklava /PKT,TAKE AWAY
1,1273138,Mixed Baklava /PKT,TAKE AWAY
2,1273197,Mixed Baklava /PKT,TAKE AWAY
1,1273523,Mixed Baklava /PKT,TAKE AWAY
1,1273667,Mixed Baklava /PKT,TAKE AWAY
1,1273755,Mixed Baklava /PKT,TAKE AWAY
1,1274740,Mixed Baklava /PKT,TAKE AWAY
1,1275646,Mixed Baklava /PKT,TAKE AWAY
1,1276290,Mixed Baklava /PKT,TAKE AWAY
1,1276290,MAAMOUL PISTACHIO/PC,TAKE AWAY
1,1276290,MAAMOUL WALNUT/PC,TAKE AWAY
1,1276290,MOUSSE FRAISE/PC,TAKE AWAY
1,1276290,SABLE CHOCOLATE W.S/PC,TAKE AWAY
1,1276291,Mixed Baklava /PKT,TAKE AWAY
2,1276699,Mixed Baklava /PKT,TAKE AWAY
1,1277102,Mixed Baklava /PKT,TAKE AWAY
3,1277190,Mixed Baklava /PKT,TAKE AWAY
1,1277190,NUTELLA/PC,TAKE AWAY
1,1277190,BISCUIT AU CHOCOLAT/PC,TAKE AWAY
1,1277190,CORTINA/PC,TAKE AWAY
1,1277190,RICHARD/PC,TAKE AWAY
1,1277190,BROWNIES W/O ICE/PC,TAKE AWAY
1,1277233,Mixed Baklava /PKT,TAKE AWAY
1,1277273,Mixed Baklava /PKT,TAKE AWAY
1,1277273,CROISSANT CHEESE W.S,TAKE AWAY
1,1277273,CROISSANT CHOCOLATE W.S,TAKE AWAY
1,1277721,Mixed Baklava /PKT,TAKE AWAY
1,1277721,Maamoul Mixed/PKT,TAKE AWAY
1,1278432,Mixed Baklava /PKT,TAKE AWAY
1,1278432,MOMS ROSE,TAKE AWAY
1,1270319,DEL 1.0$,Call Center
1,1270319,CORTINA N:1,Call Center
1,1270319,PICTURE FOR CAKE A4,Call Center
1,1270576,DEL 1.0$,E-Sales WEB
1,1270576,FORET NOIRE 6 PRSN,E-Sales WEB
1,1273728,DEL 1.0$,Call Center
1,1273728,FORET NOIRE 6 PRSN,Call Center
1,1274647,DEL 1.0$,Call Center
1,1274647,MELTING HEART,Call Center
1,1274650,DEL 1.0$,Call Center
1,1274650,DEL 5.0$,Call Center
1,1274650,MELT HEART W BQT BAK COMBO,Call Center
1,1274606,DEL 1.0$,E-Sales WEB
1,1274606,CAKE OF LOVE RASPBERRY 4 PRSN,E-Sales WEB
1,1274653,DEL 1.0$,DELIVERY
1,1274653,CORTINA WHITE N:1,DELIVERY
1,1275237,DEL 1.0$,Call Center
1,1275237,PICTURE FOR CAKE A4,Call Center
1,1275237,CHOCOLATE CHIP CAKE N:1,Call Center
1,1275555,DEL 1.0$,Call Center
1,1275555,MAAMOUL MCHAKAL W/O GHRAYBEH DOZEN,Call Center
1,1275571,DEL 1.0$,DELIVERY
1,1275571,MILLE FEUILLE 6 PRSN,DELIVERY
1,1276131,DEL 1.0$,Call Center
1,1277211,DEL 1.0$,Call Center
1,1278035,DEL 1.0$,E-Sales WEB
1,1278035,MOMS HEART,E-Sales WEB
1,1278035,LAYALI RAMADAN,E-Sales WEB
1,1278215,DEL 1.0$,Call Center
1,1278215,PURPLE SPRING,Call Center
1,1278385,DEL 1.0$,E-Sales WEB
1,1278227,DEL 1.0$,E-Sales WEB
1,1278227,NAKED CAKE VANILLA 6 PRSN,E-Sales WEB
1,1278227,BOULE MINI/20PC,E-Sales WEB
1,1278227,SWEET MOM,E-Sales WEB
7,1278227,TART MHALABIYEH/PC,E-Sales WEB
1,1273128,CHOCOLAT MOU SMALL,TAKE AWAY
2,1273253,CHOCOLAT MOU SMALL,TAKE AWAY
1,1277895,CHOCOLAT MOU SMALL,TAKE AWAY
1,1270461,MAAMOUL PISTACHIO MINI,TAKE AWAY
0.5,1271300,MAAMOUL PISTACHIO MINI,TAKE AWAY
0.75,1272527,MAAMOUL PISTACHIO MINI,TAKE AWAY
0.75,1272527,MAAMOUL PISTACHIO MINI,TAKE AWAY
1,1274850,MAAMOUL PISTACHIO MINI,DELIVERY
1,1274952,MAAMOUL PISTACHIO MINI,DELIVERY
0.5,1275276,MAAMOUL PISTACHIO MINI,TAKE AWAY
1.13,1275584,MAAMOUL PISTACHIO MINI,TAKE AWAY
1,1275983,MAAMOUL PISTACHIO MINI,DELIVERY
1,1275983,MAAMOUL MAD PISTACHIO,DELIVERY
1,1275983,KOL W SHKOR PISTACHIO,DELIVERY
1,1275925,MAAMOUL PISTACHIO MINI,DELIVERY
1,1275925,MAAMOUL PISTACHIO MINI,DELIVERY
1,1276023,MAAMOUL PISTACHIO MINI,TAKE AWAY
0.05,1276292,MAAMOUL PISTACHIO MINI,TAKE AWAY
1,1277915,MAAMOUL PISTACHIO MINI,TAKE AWAY
1,1277915,MAAMOUL PISTACHIO MINI,TAKE AWAY
1,1278704,MAAMOUL PISTACHIO MINI,DELIVERY
0.185,1278857,MAAMOUL PISTACHIO MINI,TAKE AWAY
1,1279050,MAAMOUL PISTACHIO MINI,DELIVERY
1,1270192,NUTELLA/PC,TAKE AWAY
1,1270307,NUTELLA/PC,DELIVERY
1,1270587,NUTELLA/PC,TAKE AWAY
1,1270587,SACHERTORTE/PC,TAKE AWAY
1,1271086,NUTELLA/PC,TAKE AWAY
1,1271552,NUTELLA/PC,TAKE AWAY
1,1271552,OPERA/PC,TAKE AWAY
1,1271552,SACHERTORTE/PC,TAKE AWAY
1,1271678,NUTELLA/PC,TAKE AWAY
1,1272106,NUTELLA/PC,DELIVERY
1,1272106,BISCUIT AU CHOCOLAT/PC,DELIVERY
1,1272106,CORTINA/PC,DELIVERY
1,1272611,NUTELLA/PC,TAKE AWAY
1,1272611,SWISS ROLL VANILLA/PC,TAKE AWAY
1,1272611,BISCUIT AU CHOCOLAT/PC,TAKE AWAY
1,1272611,MOUSSE FRAISE/PC,TAKE AWAY
1,1272611,TART STRAWBERRY/PC,TAKE AWAY
1,1272766,NUTELLA/PC,TAKE AWAY
1,1275065,NUTELLA/PC,TAKE AWAY
1,1275065,SABLE CHOCOLATE W.S/PC,TAKE AWAY
1,1275329,NUTELLA/PC,DELIVERY
1,1275329,CORTINA/PC,DELIVERY
1,1275951,NUTELLA/PC,DELIVERY
1,1275951,CORTINA/PC,DELIVERY
1,1275951,ROYAL/PC,DELIVERY
1,1276250,NUTELLA/PC,TAKE AWAY
1,1276250,SWISS ROLL VANILLA/PC,TAKE AWAY
1,1276250,BISCUIT AU CHOCOLAT/PC,TAKE AWAY
1,1276250,RICHARD/PC,TAKE AWAY
1,1276423,NUTELLA/PC,TAKE AWAY
1,1276423,SACHERTORTE/PC,TAKE AWAY
1,1279107,NUTELLA/PC,TAKE AWAY
1,1279107,CHEESE CAKE/PC,TAKE AWAY
5,1269995,EMPTY ARABIC KAAK,TAKE AWAY
24,1270941,EMPTY ARABIC KAAK,TAKE AWAY
12,1270942,EMPTY ARABIC KAAK,TAKE AWAY
4,1272344,EMPTY ARABIC KAAK,TAKE AWAY
5,1272597,EMPTY ARABIC KAAK,DELIVERY
2,1272916,EMPTY ARABIC KAAK,TAKE AWAY
8,1273608,EMPTY ARABIC KAAK,TAKE AWAY
15,1274652,EMPTY ARABIC KAAK,DELIVERY
0.3,1274652,KASHTA,DELIVERY
5,1275347,EMPTY ARABIC KAAK,TAKE AWAY
1,1275348,EMPTY ARABIC KAAK,TAKE AWAY
6,1276715,EMPTY ARABIC KAAK,E-Sales WEB
1,1276715,DEL 7.0$,E-Sales WEB
9,1276715,CUP CAKE CHOCOLATE CHIP,E-Sales WEB
6,1276715,CHOCOLATE GIFT BOX SUPREME,E-Sales WEB
1,1276715,KNEFEH KASHTA RND N:2,E-Sales WEB
1,1270008,CHOCOLATE BAR MILK SUGAR FREE/50G,TAKE AWAY
1,1270008,CHOCOLATE BAR ALMOND MILK/50G,TAKE AWAY
1,1270008,CHOCOLATE BAR ALMOND DARK/50G,TAKE AWAY
1,1271411,CHOCOLATE BAR MILK SUGAR FREE/50G,TAKE AWAY
1,1271539,CHOCOLATE BAR ALMOND DARK/50G,TAKE AWAY
1,1271539,ICE CREAM MIXED/SMALL PKT,TAKE AWAY
1,1273611,CHOCOLATE BAR ALMOND DARK/50G,TAKE AWAY
2,1276354,CHOCOLATE BAR ALMOND DARK/50G,TAKE AWAY
1,1270014,NY CLOCK TOWERS CAKE,TAKE AWAY
1,1272336,MAAMOUL MAD DATE + WALNUT,TAKE AWAY
0.7,1270017,NAMMOURA,TAKE AWAY
1,1270050,NAMMOURA,TAKE AWAY
1,1270333,NAMMOURA,DELIVERY
0.5,1270403,NAMMOURA,TAKE AWAY
0.5,1270403,NAMMOURA,TAKE AWAY
0.5,1270740,NAMMOURA,TAKE AWAY
1,1270823,NAMMOURA,TAKE AWAY
0.36,1271176,NAMMOURA,TAKE AWAY
1,1271387,NAMMOURA,DELIVERY
2,1271387,BAKLAVA SAFAR,DELIVERY
2,1271387,ASABEH SAFAR,DELIVERY
2,1271387,SFOUF SIYAMI,DELIVERY
2,1271387,SPECIAL PACKAGE CARTOON,DELIVERY
2,1272162,NAMMOURA,TAKE AWAY
0.5,1272295,NAMMOURA,TAKE AWAY
0.5,1272295,MAAMOUL MAD DATE,TAKE AWAY
0.5,1273063,NAMMOURA,TAKE AWAY
1,1273063,PETIT FOUR MIX LARGE/PKT,TAKE AWAY
1,1273063,MAAMOUL MAD DATE,TAKE AWAY
1,1273063,MAAMOUL MAD DATE,TAKE AWAY
1,1273063,PETIT FOUR REGULAR LARGE/PKT,TAKE AWAY
2,1273063,CROISSANT CHOCOLATE W.S,TAKE AWAY
1,1273063,CROISSANT THYME W.S,TAKE AWAY
0.5,1273374,NAMMOURA,TAKE AWAY
1,1274572,NAMMOURA,TAKE AWAY
1,1274523,NAMMOURA,TAKE AWAY
1,1275994,NAMMOURA,TAKE AWAY
1,1276608,NAMMOURA,TAKE AWAY
0.35,1277132,NAMMOURA,TAKE AWAY
0.3,1277132,MAAMOUL MAD PISTACHIO,TAKE AWAY
0.35,1277132,MAAMOUL MAD DATE,TAKE AWAY
1,1277275,NAMMOURA,TAKE AWAY
0.44,1277522,NAMMOURA,TAKE AWAY
1,1278155,NAMMOURA,TAKE AWAY
2.25,1278710,NAMMOURA,TAKE AWAY
1,1279410,NAMMOURA,DELIVERY
1,1279410,SAFAR,DELIVERY
1,1279410,TIN PACKAGE 2 KG,DELIVERY
1,1279410,MAAMOUL MAD PISTACHIO,DELIVERY
0.86,1279410,HALEWET EL JEBEN PLAIN W/SUGAR SYRUP,DELIVERY
1,1279410,Wrapped,DELIVERY
0.5,1276617,MAAMOUL MAD KASHTA CUP/KG,TAKE AWAY
0.5,1276617,HALEWET EL JEBEN LAF CUP/KG,TAKE AWAY
1,1272478,ICE CREAM PREMIUM 1 SCOOP,TAKE AWAY
1,1275969,ICE CREAM PREMIUM 1 SCOOP,TAKE AWAY
1,1276066,ICE CREAM PREMIUM 1 SCOOP,TAKE AWAY
1,1276066,ICE CREAM 5 SCOOP,TAKE AWAY
1,1276222,ICE CREAM PREMIUM 1 SCOOP,TAKE AWAY
1,1276222,ICE CREAM 5 SCOOP,TAKE AWAY
2,1270038,LEBANESE COFFEE,TAKE AWAY
3,1272751,LEBANESE COFFEE,TABLES
1,1272809,LEBANESE COFFEE,TABLES
2,1272813,LEBANESE COFFEE,TAKE AWAY
3,1273980,LEBANESE COFFEE,TABLES
1,1275441,LEBANESE COFFEE,TAKE AWAY
1,1275460,LEBANESE COFFEE,DELIVERY
1,1275460,NESCAFE 3IN1,DELIVERY
2,1275695,LEBANESE COFFEE,TAKE AWAY
2,1276085,LEBANESE COFFEE,TABLES
3,1276549,LEBANESE COFFEE,TAKE AWAY
1,1270041,KAAK MAFROUKEH,DELIVERY
1,1270120,KAAK MAFROUKEH,TAKE AWAY
3,1270159,KAAK MAFROUKEH,DELIVERY
1,1270989,KAAK MAFROUKEH,DELIVERY
2,1271028,KAAK MAFROUKEH,DELIVERY
1,1271173,KAAK MAFROUKEH,TAKE AWAY
1,1271173,KAAK MAFROUKEH,TAKE AWAY
1,1272156,KAAK MAFROUKEH,TAKE AWAY
2,1272358,KAAK MAFROUKEH,TAKE AWAY
1,1272358,KAAK MAFROUKEH,TAKE AWAY
1,1272358,W/O Nuts,TAKE AWAY
1,1273313,KAAK MAFROUKEH,DELIVERY
2,1273417,KAAK MAFROUKEH,TAKE AWAY
1,1273417,KAAK MAFROUKEH,TAKE AWAY
1,1273417,W/O Nuts,TAKE AWAY
1,1274326,KAAK MAFROUKEH,TAKE AWAY
1,1274657,KAAK MAFROUKEH,TAKE AWAY
1,1274657,KAAK MAFROUKEH,TAKE AWAY
2,1275885,KAAK MAFROUKEH,DELIVERY
1,1276088,KAAK MAFROUKEH,TAKE AWAY
1,1276727,KAAK MAFROUKEH,TAKE AWAY
1,1277633,KAAK MAFROUKEH,TAKE AWAY
1,1278444,KAAK MAFROUKEH,TAKE AWAY
1,1274612,DEL 7.0$,E-Sales WEB
12,1274612,PIZZA,E-Sales WEB
9,1274612,CUP CAKE CHOCOLATE CHIP,E-Sales WEB
1,1274612,DATES SULTANI SMALL/PKT,E-Sales WEB
1,1274612,MIXED BAKLOVA,E-Sales WEB
12,1274612,KEBBEH FRIED /PC,E-Sales WEB
1,1274612,AMOUR,E-Sales WEB
3,1274612,COOKIES VALENTINE HEART,E-Sales WEB
2,1274612,CHOCOLATE BAR VALENTINE/100G,E-Sales WEB
3,1274612,COOKIES VALENTINE SQUARE,E-Sales WEB
1,1274612,LOVE BOX,E-Sales WEB
1,1274612,MIX ORIENTAL SM /TIN,E-Sales WEB
1,1274837,DEL 7.0$,TABLES
1,1274837,BAKLOVA/PKT,TABLES
1,1278028,DEL 7.0$,E-Sales WEB
1,1278028,CUPCAKE MINI/20PC,E-Sales WEB
1,1276383,CORTINA N:0,E-Sales APP
1,1276383,DEL 2.0$,E-Sales APP
1,1275222,CASTLE ICE CREAM,TABLES
2,1276238,CASTLE ICE CREAM,TABLES
2,1277475,CASTLE ICE CREAM,TABLES
2,1277475,ADD SCOOP CASTLE ICE CREAM,TABLES
2,1278092,CASTLE ICE CREAM,TABLES
1,1270054,GIFT BAG CARTOON MEDIUM,TAKE AWAY
1,1272737,GIFT BAG CARTOON MEDIUM,TAKE AWAY
1,1272995,GIFT BAG CARTOON MEDIUM,TAKE AWAY
1,1272995,GIFT BAG CARTOON LARGE,TAKE AWAY
1,1272995,GIFT BAG CARTOON LARGE,TAKE AWAY
1,1273862,GIFT BAG CARTOON MEDIUM,TAKE AWAY
1,1273862,PETIT FOUR EXTRA LARGE/PKT,TAKE AWAY
1,1275729,GIFT BAG CARTOON MEDIUM,TAKE AWAY
1,1277180,GIFT BAG CARTOON MEDIUM,TAKE AWAY
1,1278232,GIFT BAG CARTOON MEDIUM,TAKE AWAY
4,1270056,Maamoul Date/PC,TAKE AWAY
3,1270056,MAAMOUL PISTACHIO/PC,TAKE AWAY
2,1270219,Maamoul Date/PC,TAKE AWAY
1,1270219,Maamoul Date/PC,TAKE AWAY
12,1271683,Maamoul Date/PC,Call Center
8,1271683,Maamoul Date/PC,Call Center
12,1272542,Maamoul Date/PC,TAKE AWAY
12,1272542,MAAMOUL PISTACHIO/PC,TAKE AWAY
12,1272542,MAAMOUL WALNUT/PC,TAKE AWAY
5,1273219,Maamoul Date/PC,TAKE AWAY
3,1273289,Maamoul Date/PC,TAKE AWAY
1,1273289,MAAMOUL WALNUT/PC,TAKE AWAY
2,1273355,Maamoul Date/PC,TAKE AWAY
2,1273355,MAAMOUL PISTACHIO/PC,TAKE AWAY
2,1273355,MAAMOUL WALNUT/PC,TAKE AWAY
10,1273504,Maamoul Date/PC,TAKE AWAY
12,1273668,Maamoul Date/PC,DELIVERY
12,1273668,Maamoul Date/PC,DELIVERY
12,1273668,MAAMOUL WALNUT/PC,DELIVERY
12,1273668,MAAMOUL WALNUT/PC,DELIVERY
13,1273670,Maamoul Date/PC,DELIVERY
18,1273670,MAAMOUL WALNUT/PC,DELIVERY
11,1273744,Maamoul Date/PC,DELIVERY
6,1273744,MAAMOUL WALNUT/PC,DELIVERY
1,1274835,Maamoul Date/PC,TAKE AWAY
1,1274835,Order Delivered ,TAKE AWAY
12,1275650,Maamoul Date/PC,DELIVERY
1,1276452,Maamoul Date/PC,TAKE AWAY
4,1277342,Maamoul Date/PC,TAKE AWAY
16,1278006,Maamoul Date/PC,TAKE AWAY
2,1278006,MAAMOUL MAD WALNUT,TAKE AWAY
1,1278006,MAAMOUL MAD PISTACHIO,TAKE AWAY
1,1278006,PETIT FOUR EXTRA LARGE/PKT,TAKE AWAY
1,1278006,PETIT FOUR REGULAR LARGE/PKT,TAKE AWAY
1,1278278,Maamoul Date/PC,TAKE AWAY
1,1278278,MIXED BAKLAVA/PLT,TAKE AWAY
12,1278731,Maamoul Date/PC,TAKE AWAY
12,1278731,MAAMOUL PISTACHIO/PC,TAKE AWAY
12,1278731,MAAMOUL WALNUT/PC,TAKE AWAY
12,1279190,Maamoul Date/PC,TAKE AWAY
12,1279190,Maamoul Date/PC,TAKE AWAY
10,1279190,MAAMOUL PISTACHIO/PC,TAKE AWAY
14,1279190,MAAMOUL WALNUT/PC,TAKE AWAY
1,1279278,Maamoul Date/PC,TAKE AWAY
1,1279278,MAAMOUL PISTACHIO/PC,TAKE AWAY
24,1279729,Maamoul Date/PC,DELIVERY
1,1270361,MAAMOUL PISTACHIO/PC,TAKE AWAY
4,1270529,MAAMOUL PISTACHIO/PC,TAKE AWAY
1,1271110,MAAMOUL PISTACHIO/PC,TAKE AWAY
1,1271879,MAAMOUL PISTACHIO/PC,TAKE AWAY
12,1272005,MAAMOUL PISTACHIO/PC,DELIVERY
1,1272005,BAKLAVA DIPPED IN CHOCOLATE WRAPPED,DELIVERY
1,1272005,MAAMOUL MAD DATE,DELIVERY
5,1272139,MAAMOUL PISTACHIO/PC,TAKE AWAY
10,1272139,MAAMOUL WALNUT/PC,TAKE AWAY
24,1272438,MAAMOUL PISTACHIO/PC,DELIVERY
10,1274662,MAAMOUL PISTACHIO/PC,DELIVERY
1,1274705,MAAMOUL PISTACHIO/PC,TAKE AWAY
1,1275234,MAAMOUL PISTACHIO/PC,TAKE AWAY
1,1275234,MAAMOUL PISTACHIO/PC,TAKE AWAY
5,1275264,MAAMOUL PISTACHIO/PC,TAKE AWAY
5,1275264,MAAMOUL WALNUT/PC,TAKE AWAY
22,1275591,MAAMOUL PISTACHIO/PC,DELIVERY
